品牌,型号,类型,tags,上牌时间(年),里程数(万公里),价格(万)
别克,英朗 2013款 GT 1.6L 自动舒适版,自动,|有VIN码||0次过户|,2013,21,1.78
领克,01 2017款 2.0T 两驱型Pro版,自动,|有VIN码||0次过户|,2019,11,7.18
众泰,Z700 2018款 Z700H 1.8T DCT豪华型,自动,|有VIN码||0次过户|,2019,4,3.98
现代,名驭 2009款 1.8L 手动舒适版GL,手动,|有VIN码||0次过户|,2017,12,1.58
福特,蒙迪欧致胜 2011款 2.3L 豪华型,自动,|有VIN码||0次过户|,2011,17,1.58
北汽幻速,S3 2014款 1.5L 豪华型,手动,|有VIN码||0次过户|,2014,12,0.98
长安,逸动XT 2013款 1.6L 手动尚酷型 国IV,手动,|有VIN码||0次过户|,2015,9,1.88
现代,北京ix35 2015款 2.0L 自动两驱舒适型 国IV,自动,|有VIN码||0次过户|,2015,15,3.98
起亚,福瑞迪 2011款 1.6L MT GL,手动,|有VIN码||0次过户|,2012,15,1.3
大众,高尔夫 2015款 1.6L 自动舒适型,自动,|有VIN码||0次过户|,2015,10,4.78
路虎,发现 2012款 5.0 V8 HSE,自动,|有VIN码|,2011,15,17.8
长安凯程,欧诺S 2013款 1.5L精英型,手动,|有VIN码||0次过户|,2014,9.2,0.98
东风风行,菱智 2021款 M5L 2.0L 实用型,手动,|有VIN码||准新车||0次过户||原厂质保|,2022,3.6,4.68
长城,风骏5 2016款 2.8T两驱进取型GW2.8TC大双排GW2.8TC,手动,|有VIN码||0次过户|,2016,8,3.18
奔驰,GLS 2017款 GLS 400 欧版,自动,|有VIN码||0次过户|,2018,14.6,52.8
奥迪,A6L 2005款 3.0L 技术领先型,自动,|有VIN码|,2007,12.63,2.15
金杯,金典 2014款 2.4T金典009 柴油舒适型短轴,手动,|有VIN码|,2014,10,1.48
福迪,雄师F16 2013款 2.8T柴油两驱豪华型CA4D28C41,手动,|有VIN码|,2013,12,1.28
长安凯程,长安之星9 2015款 1.5L 基本型4G15S,手动,|有VIN码||0次过户|,2018,8,1.98
长安欧尚,欧力威 2013款 1.2L 手动精英型,手动,|有VIN码|,2013,7,1.08
奥迪,A4L 2019款 40 TFSI 进取型 国VI,自动,|有VIN码||0次过户|,2019,5.5,15.68
哈弗,H2s 2017款 蓝标 1.5T 双离合精英型,自动,|有VIN码||0次过户|,2017,29,4.2
吉利汽车,远景 2017款 1.5L 自动幸福版,自动,|有VIN码|,2016,7.8,1.88
本田,冠道 2019款 240TURBO 两驱精英版,自动,|有VIN码||0次过户|,2019,4.8,10.3
金杯,海狮 2011款 2.0L第五代快运王舒适K型4G19,变速箱,|有VIN码|,2012,8.5,1.18
长安,逸动XT 2015款 1.6L 自动俊酷型 国V,自动,|有VIN码||0次过户|,2015,8.7,1.9
长安,CS75 2016款 1.8T 自动时尚型 国V,自动,|有VIN码||0次过户|,2016,8.4,2.5
雪佛兰,迈锐宝 2013款 1.6T 自动舒适版,自动,|有VIN码||0次过户|,2014,8,2.88
宝马,3系 2017款 320Li 时尚型,自动,|有VIN码||0次过户|,2017,6.8,9.1
Jeep,自由光 2017款 2.0L 领先版,自动,|有VIN码||0次过户|,2018,5.6,4.99
别克,英朗 2016款 15N 自动进取型,自动,|有VIN码||0次过户|,2016,8.2,2.6
长安凯程,欧诺S 2012款 1.5L豪华型,手动,|有VIN码||0次过户|,2014,11,0.98
马自达,阿特兹 2014款 2.5L 蓝天至尊版,自动,|有VIN码||0次过户|,2015,11.7,6.58
大众,Polo 2011款 劲取 1.6L 手动实酷版,手动,|有VIN码||0次过户|,2012,13,1.58
五菱汽车,五菱宏光 2015款 1.5L 实用型7座,手动,|有VIN码|,2017,10,1.78
金杯,海狮 2015款 实用型,手动,|有VIN码|,2015,11,1.68
保时捷,Macan 2014款 Macan 2.0T,自动,|有VIN码|,2015,5.9,18.88
东风风光,风光MINIEV 2022款 糖果款 棒棒糖,自动,|有VIN码||准新车||0次过户||原厂质保|,2024,0.1,3.28
DS,6 2016款 1.6T 舒适版THP160,自动,|有VIN码||0次过户|,2016,7.3,3.2
福迪,揽福 2015款 1.9T 柴油两驱豪华版 7座,手动,|有VIN码||0次过户|,2016,10,2.86
雪铁龙,世嘉 2013款 三厢 1.6L 手动品尚型,手动,|有VIN码||0次过户|,2015,7,1.68
奥迪,Q5 2013款 40 TFSI 进取型,自动,|有VIN码||0次过户|,2013,11.3,5.98
路虎,揽胜极光 2015款 2.0T 五门智耀版,自动,|有VIN码|,2016,8.5,10.25
雪铁龙,世嘉 2010款 三厢 1.6L 自动尚乐版,自动,|有VIN码|,2010,12,1.28
金杯,海狮 2013款 2.0 手动 舒适型V19,手动,|有VIN码||0次过户|,2013,12,1.28
宝骏,730 2016款 1.5L 手动 豪华型7座,手动,|有VIN码|,2016,8,2.78
金杯,海狮 2015款 实用型,手动,|有VIN码||新上架||0次过户|,2016,8.9,1.48
哈弗,H6 2013款 运动版 1.5T 手动四驱都市型,手动,|有VIN码|,2013,7,1.88
别克,GL8 2018款 28T 豪华型 国VI,自动,|有VIN码|,2019,9.5,13.88
宝马,X1 2018款 sDrive18Li 尊享型,自动,|有VIN码||新上架||0次过户|,2017,9,8.98
别克,君威 2014款 1.6T 时尚技术型,自动,|有VIN码||0次过户|,2014,7,4.1
奥迪,A6L 2014款 TFSI 标准型,自动,|有VIN码||0次过户|,2014,14,11.38
日产,天籁 2019款 2.0L XL 舒适版,自动,|有VIN码||0次过户|,2019,6,7.28
本田,艾力绅 2012款 2.4L VTiS尊贵版,自动,|有VIN码||0次过户|,2014,14,8.78
大众,途昂X 2020款 改款 380TSI 四驱豪华版,自动,|有VIN码||0次过户|,2021,6.9,18.88
本田,杰德 2017款 1.8L 自动经典版 5座,自动,|有VIN码||0次过户|,2017,7.1,5.3
雪佛兰,科鲁兹 2015款 1.5L 经典 SE AT,自动,|有VIN码||0次过户|,2015,8.5,2
长安欧尚,X5 2021款 改款 1.5T DCT精英型,自动,|有VIN码||0次过户|,2020,3.5,2.98
吉利汽车,博越 2018款 1.8TD 自动两驱智联型4G互联版,自动,|有VIN码||0次过户|,2018,5.2,4.2
大众,途昂 2017款 380TSI 四驱舒适版,自动,|有VIN码||0次过户|,2018,5.5,16.28
长安欧尚,CX70 2016款 1.6L 手动豪华型,手动,|有VIN码||0次过户|,2016,6,3.28
凯迪拉克,XTS 2015款 28T 舒适型,自动,|0次过户|,2014,7.8,5.38
马自达,6 2006款 2.0L 自动超豪华型,自动,,2007,12,0.79
奥迪,A4L 2013款 35 TFSI 自动标准型,自动,,2012,9,4.65
奥迪,Q3 2013款 35 TFSI 进取型,自动,|新上架||0次过户|,2013,7.5,4.95
丰田,卡罗拉 2014款 TRD,变速箱,|新上架||0次过户|,2015,6.5,2.8
三菱,奕歌 2019款 1.5T CVT两驱梦想版 国V,自动,|0次过户|,2019,5.7,5.88
标致,508 2015款 1.8THP 自动致臻版,自动,|0次过户|,2014,10.2,3.48
雪佛兰,探界者 2019款 535T 自动领界版 国VI,自动,|0次过户|,2019,5.31,6.38
丰田,雷凌 2016款 1.6G CVT精英版,自动,|0次过户|,2015,7.2,3.88
别克,英朗 2018款 15T 双离合进取型 国V,自动,|0次过户|,2018,4.3,3.48
凯迪拉克,ATS(进口) 2012款 2.0T 自动,自动,|新上架||0次过户|,2012,8.5,2.69
长安,逸动 2015款 1.6L 自动精英型,自动,|0次过户|,2014,9.6,1.46
凯迪拉克,CT4 2022款 28T 风尚型,自动,|0次过户||原厂质保|,2021,4.2,11.58
奥迪,A4L 2013款 35 TFSI 自动舒适型,自动,|0次过户|,2013,10.6,5.68
红旗,H5 2018款 30TD 型动版,自动,|0次过户|,2018,7.2,4.68
吉利汽车,缤瑞 2018款 14T CVT缤致版,自动,|0次过户|,2017,5.3,3.5
大众,速腾 2015款 1.6L 自动舒适型,自动,|0次过户|,2015,8.3,3.68
吉利汽车,帝豪GL 2017款 1.3T DCT尊贵型,自动,|0次过户|,2018,6,2.88
丰田,雷凌 2019款 185T CVT进取版 国VI,自动,|0次过户|,2019,5.8,5.68
别克,君威 2014款 2.0L 精英时尚型,自动,,2013,9.5,2.47
大众,迈腾 2009款 2.0TSI DSG豪华型,自动,|0次过户|,2009,13.5,1.28
福特,蒙迪欧 2017款 EcoBoost 200 时尚型,自动,|0次过户|,2018,5.9,6.35
名爵,6 2020款 1.5T 自动Trophy数字曼巴智驾旗舰版,自动,|0次过户|,2020,5,4.78
领克,01 2017款 两驱基本型,变速箱,|新上架||0次过户|,2018,3.5,3.2
宝马,3系 2017款 320Li 时尚型,自动,|0次过户|,2017,10,10.98
奔驰,GLA 2015款 GLA 220 4MATIC 时尚型,自动,|0次过户|,2015,7.6,7.38
本田,凌派 2019款 180Turbo CVT豪华版 国V,自动,|0次过户|,2019,4.8,4.18
大众,宝来 2018款 1.5L 自动时尚型,自动,|0次过户|,2018,4,4.48
大众,桑塔纳 2021款 1.5L 自动风尚版,自动,|0次过户|,2021,3,4.38
广汽传祺,影豹 2022款 270T 影豹J16 Rstyle赛道版,自动,|新上架||0次过户||原厂质保|,2022,2.8,6.08
名爵,5 2021款 180DVVT CVT青春风尚版,自动,|0次过户|,2020,3.4,3.22
宝马,5系 2014款 525Li 豪华设计套装,自动,|新上架|,2013,13,9.48
凯迪拉克,CT4 2020款 28T 时尚型,自动,|0次过户|,2019,6.5,9.58
吉利汽车,帝豪 2020款 1.5L CVT豪华型,自动,|新上架||0次过户|,2020,3.8,3.48
奔驰,C级 2015款 C 200 运动版,自动,|0次过户|,2014,10.5,8.88
奥迪,A3 2018款 30周年年型 Limousine 35 TFSI 时尚型,自动,|新上架||0次过户|,2017,9,7.28
别克,英朗 2019款 15T 双离合互联精英型 国V,自动,|新上架||0次过户|,2018,4.8,3.58
丰田,普拉多 2016款 2.7L 自动标准版,自动,|有VIN码||0次过户|,2017,12.8,24.8
奔驰,M级 2011款 ML350 3.5 自动 四驱特别版,自动,|有VIN码||0次过户|,2012,16.8,12.3
长安欧尚,Z6 2022款 2.0T 自动基本型,自动,|准新车||0次过户||原厂质保|,2023,1.2,2.58
奥迪,A6L 2024款 45 TFSI quattro 尊享致雅型,自动,|准新车||0次过户||原厂质保|,2023,0.9,6.88
奔驰,GLC 2023款 改款 GLC 300 L 4MATIC 豪华型 5座,自动,|准新车||新上架||0次过户||原厂质保|,2023,1,6.2
奔驰,E级 2024款 E 300 L 尊贵型,自动,|准新车||新上架||0次过户||原厂质保|,2024,0.4,8.88
金杯,大海狮 2016款 2.4 手动 大海狮W豪华型,手动,|有VIN码||0次过户|,2017,7,3.8
金杯,阁瑞斯 2014款 2.7 手动 11座行政型长轴 四门版,手动,|有VIN码||0次过户|,2014,8,2.45
福特,F150 2014款 6.2L 美版,自动,|有VIN码|,2014,12,16.8
猎豹汽车,黑金刚 2014款 2.4L 手动四驱,手动,|有VIN码||0次过户|,2015,6,6.6
海格,龙威 2015款 2.8T柴油 手动四驱大双经典版JE493,变速箱,|有VIN码||0次过户|,2016,7,4.4
奥迪,Q7 2014款 35 TFSI 运动型,自动,|有VIN码||0次过户|,2014,12,17.98
大众,桑塔纳经典 2006款 1.8 手动 导入型,手动,|有VIN码||0次过户|,2010,9,1.8
奔驰,S级 2012款 S 300 L 商务型 Grand Edition,自动,|有VIN码||0次过户|,2013,9,19.88
日产,ZN厢式车 2013款 2.4L两驱豪华型5座,手动,|有VIN码||0次过户|,2014,7,3.7
五十铃,竞技者 2012款 2.6 手动 四驱,手动,|有VIN码||0次过户|,2013,10,3.1
宝马,X3 2019款 xDrive28i M运动套装,自动,|有VIN码||新上架||0次过户|,2019,7,16.8
吉利汽车,缤越 2020款 PRO 260T DCT Battle,自动,|有VIN码||新上架||0次过户||原厂质保|,2021,4,6.38
奥迪,Q5L 2023款 40T 时尚动感型,自动,|准新车||0次过户||原厂质保|,2023,2,5.88
奥迪,A7 2014款 35 FSI quattro 技术型,自动,|0次过户|,2014,6.7,9.98
奥迪,A7 2021款 45 TFSI 臻选型,自动,|0次过户||原厂质保|,2021,3.2,36.8
雷克萨斯,RX 2020款 改款 450h 四驱典雅版,自动,|0次过户|,2020,3.3,29.88
宝马,3系 2021款 325Li M运动曜夜套装,自动,|0次过户|,2021,3,16.27
奔驰,G级 2016款 G 500,自动,|新上架||0次过户|,2016,6.5,71.88
捷豹,FPACE 2021款 340PS RDynamic SE,自动,|0次过户|,2021,3,19.1
捷豹,XFL 2020款 XFL 2.0T P200 两驱精英版,自动,|0次过户|,2020,4,11.7
捷豹,XEL 2021款 2.0T 250PS RDYNAMIC S进取运动版,自动,|0次过户|,2021,3,11.2
捷豹,XEL 2023款 2.0T 200PS RDYNAMIC 青春运动版,自动,|准新车||0次过户||原厂质保|,2023,1,13.1
奔驰,C级 2021款 C 200 L 时尚型运动版,自动,|0次过户|,2021,3,18.2
奥迪,A5 2017款 Cabriolet 40 TFSI 时尚型,自动,|0次过户|,2017,6.5,12.98
大众,甲壳虫 2019款 180TSI 经典版,自动,|0次过户|,2019,5,9.1
奔驰,S级 2014款 S 320 L 商务型,自动,|0次过户|,2014,10,28.5
宝马,X3 2021款 xDrive28i M运动套装,自动,|0次过户|,2021,3,23.4
宝马,X5 2023款 xDrive 30Li 尊享型M运动曜夜套装,自动,|准新车||0次过户||原厂质保|,2023,1,51.5
宝马,X1 2019款 sDrive20Li 领先型,自动,|0次过户|,2019,5,11.28
奥迪,TT 2014款 TT Coupe 45 TFSI 悦尚型,自动,|0次过户|,2014,10,8.5
奔驰,GLC 2020款 GLC 260 L 4MATIC 豪华型,自动,|0次过户|,2020,4.2,19.6
奔驰,GLC 2022款 改款二 GLC 300 L 4MATIC 豪华型,自动,|准新车||0次过户||原厂质保|,2022,3.1,25.28
小鹏,P7 2021款 562E鹏翼性能版,自动,|0次过户|,2021,3,18.5
小鹏,P7 2023款 P7i 610 鹏翼性能版,自动,|准新车||0次过户||原厂质保|,2023,1,17.6
坦克,300 2023款 越野版 2.0T 征服者,自动,|准新车||0次过户||原厂质保|,2023,1,15.45
坦克,500 2023款 3.0T 商务版 造境型 5座,自动,|准新车||新上架||0次过户||原厂质保|,2023,1,16.2
小鹏,P5 2021款 550E,自动,|0次过户|,2021,3,9.2
MINI,COUNTRYMAN 2018款 1.5T COOPER ALL4 赛车手,自动,|0次过户|,2018,6,11.5
宝马,X5(进口) 2021款 改款 xDrive30i M运动套装,自动,|0次过户||原厂质保|,2021,4.2,42.68
路虎,揽胜极光 2020款 249PS RDYNAMIC S 运动版,自动,|0次过户|,2020,4.1,12.52
奔驰,C级(进口) 2018款 C 200 轿跑车,自动,|新上架||0次过户|,2018,8,12.64
奔驰,E级(进口) 2023款 E 260 轿跑车,自动,|准新车||0次过户||原厂质保|,2023,1,39.59
沃尔沃,S60 2021款 T4 智逸豪华版,自动,|0次过户|,2021,3,13
捷豹,XFL 2020款 XFL 2.0T P200 两驱赛旗版,自动,|0次过户|,2020,4.6,12.2
路虎,揽胜运动版 2021款 3.0 L6 耀黑版,自动,|新上架||0次过户|,2021,3.8,50.28
坦克,500 2022款 3.0T 商务版 造境型 5座,自动,|新上架||0次过户||原厂质保|,2022,2.1,18.68
坦克,300 2022款 2.0T 边境限定版,自动,|新上架||0次过户||原厂质保|,2022,3,15.68
玛莎拉蒂,Ghibli 2020款 3.0T 标准版,自动,|新上架||0次过户|,2020,4.6,32.18
福特,Mustang 2018款 2.3L EcoBoost,自动,|新上架||0次过户|,2018,6.2,11.35
阿尔法·罗密欧,Giulia 2019款 2.0T 280HP 豪华版,自动,|新上架||0次过户|,2019,5.8,11.58
广汽传祺,影豹 2023款 270T DCT J16版,自动,|准新车||新上架||0次过户||原厂质保|,2023,1,6.48
奔驰,M级 2014款 ML 400 4MATIC豪华型,自动,|新上架||0次过户|,2014,10,12.46
凯迪拉克,CT4 2021款 28T 豪华型,自动,|新上架||0次过户|,2021,3,9.1
奥迪,A8 2018款 A8L 55 TFSI quattro投放版尊享型,自动,|新上架||0次过户|,2018,6.8,37.2
红旗,HS7 2019款 3.0T 自动四驱旗悦版,自动,|0次过户|,2019,5,9.54
红旗,HS7 2021款 3.0T 自动四驱智联旗畅版,自动,|0次过户|,2021,3,15.2
红旗,HS5 2022款 2.0T 智联旗享版,自动,|0次过户||原厂质保|,2022,2,8
红旗,HS5 2023款 2.0T 旗悦Pro版,自动,|准新车||0次过户||原厂质保|,2023,1,9.32
红旗,H9 2023款 2.0T 智联旗享版,自动,|准新车||0次过户||原厂质保|,2023,1,16.48
红旗,H9 2022款 3.0T 智联旗领四座版,自动,|0次过户||原厂质保|,2022,2,18.95
名爵,7 2023款 2.0T 自动Trophy+激擎耀世版,自动,|准新车||0次过户||原厂质保|,2023,1,7.48
红旗,H5 2023款 2.0T 自动智联旗享版,自动,|准新车||0次过户||原厂质保|,2023,1,8.22
奔驰,S级 2020款 S 350 L 尊享型 臻藏版,自动,|0次过户|,2020,5.7,43.78
奔驰,S级 2019款 S 350 L 尊贵型,自动,|0次过户|,2018,6.2,38.52
奔驰,S级 2019款 S450L 4MATIC,自动,|0次过户|,2019,5,48.6
奔驰,GLC 2021款 GLC 260 L 4MATIC 动感型,自动,|0次过户|,2021,3,21
奔驰,S级 2019款 S 350 L 豪华型 臻藏版,自动,|0次过户|,2019,5,44.2
凯迪拉克,CT5 2022款 28T 铂金型,自动,|0次过户||原厂质保|,2022,2,15.2
凯迪拉克,XT6 2020款 28T 六座四驱豪华型,自动,|0次过户|,2020,4,16.8
凯迪拉克,XT6 2021款 2.0T 六座四驱风尚型,自动,|0次过户||原厂质保|,2021,3,17.3
凯迪拉克,CT6 2019款 28T 时尚型,自动,|0次过户|,2019,5,11.6
凯迪拉克,CT5 2022款 28T 豪华型（标准版）,自动,|0次过户||原厂质保|,2022,2,12.8
大众,朗逸 2023款 300TSI DSG基本型,自动,|准新车||0次过户||原厂质保|,2023,1,3.15
大众,途观L 2021款 330TSI 自动两驱舒享版,自动,|0次过户|,2020,3.4,9.35
东风风行,风行T5 EVO 2021款 1.5TD DCT星耀版,自动,|新上架||0次过户||原厂质保|,2021,3,4.59
奔驰,A级(进口) 2021款 A 200 动感型,自动,|0次过户|,2021,3.62,9.84
本田,冠道 2020款 370TURBO 两驱豪华版,自动,|0次过户||原厂质保|,2021,3.61,12.86
马自达,3 昂克赛拉 2022款 2.0L 自动质耀版,自动,|0次过户||原厂质保|,2022,3,7.6
福特,锐界 2020款 EcoBoost 245 两驱豪锐型 7座,自动,|0次过户|,2020,4.5,10.46
沃尔沃,V60 2020款 T5 智远豪华版,自动,|新上架||0次过户|,2019,4.9,13.25
广汽传祺,影豹 2021款 270T 影豹J15版,自动,|新上架||0次过户|,2020,5.3,6.88
长安,UNIV 2022款 1.5T 运动版,自动,|新上架||0次过户||原厂质保|,2021,4.2,8.6
福特,福克斯 2018款 三厢经典 EcoBoost 180 自动精英型,自动,|新上架||0次过户|,2018,4.6,4.28
丰田,YARiS L 致炫 2019款 1.5E CVT魅动版 国VI,自动,|0次过户|,2019,4.6,4.18
理想汽车,理想L7 2023款 Pro,自动,|准新车||0次过户||原厂质保|,2023,1,18.21
林肯,冒险家 2021款 2.0T 两驱尊悦版,自动,|0次过户|,2020,3.24,10.28
别克,GL8 2017款 25S 豪华型 国V,自动,|0次过户|,2018,6,8.88
本田,皓影 2021款 240TURBO CVT两驱智享版,自动,|有VIN码||新上架||0次过户||原厂质保|,2022,4.7,15.18
本田,冠道 2020款 370TURBO 四驱尊享版,自动,|有VIN码||0次过户||原厂质保|,2021,5,21.5
丰田,凯美瑞 2010款 200G 豪华版,自动,|有VIN码||新上架||0次过户|,2010,13,3.89
坦克,300 2021款 越野版 2.0T 挑战者,自动,|有VIN码||0次过户||原厂质保|,2022,2.7,17.88
奔驰,A级AMG(进口) 2016款 AMG A 45 4MATIC 冠军版,自动,|有VIN码||0次过户|,2017,7.5,18
奥迪,A4L 2017款 40 TFSI 时尚型,自动,|有VIN码||0次过户|,2017,3.83,15.99
丰田,凯美瑞 2018款 双擎 2.5HG 豪华版,自动,|有VIN码|,2019,10.9,12.8
大众,途昂 2019款 380TSI 四驱旗舰版 国VI,自动,|有VIN码|,2019,4.2,21.88
本田,冠道 2020款 370TURBO 四驱尊享版,自动,|有VIN码||0次过户|,2021,6.3,19.98
马自达,CX4 2018款 2.0L 自动两驱蓝天活力版 国V,自动,|有VIN码|,2017,6.85,6.88
奥迪,Q7 2012款 3.0 TFSI 进取型(200kW),自动,|有VIN码|,2011,21,7.98
标致,408 2013款 2.0L 自动舒适版,自动,|有VIN码||0次过户|,2014,10,2.98
奥迪,A6L 2012款 TFSI 标准型,自动,|有VIN码|,2013,16,8.88
丰田,RAV4荣放 2016款 2.0L CVT两驱风尚版 国V,自动,|有VIN码|,2019,5,10.8
奥迪,A4L 2017款 40 TFSI 风尚型,自动,|有VIN码||0次过户|,2018,7.2,15.3
路虎,揽胜 2010款 5.0 SC V8 创世尊崇版,自动,|有VIN码|,2011,9,19.9
丰田,兰德酷路泽 2018款 4.6 GXR 八气囊,自动,|有VIN码||0次过户|,2020,5.6,83.8
丰田,兰德酷路泽 2016款 4.0L 自动VX,自动,|有VIN码||新上架|,2018,9,49.8
别克,君威 2015款 1.6T 领先技术型,自动,|有VIN码|,2015,9.5,4.18
丰田,兰德酷路泽(进口) 2014款 4.0 自动 标配 四驱,自动,|有VIN码||新上架||0次过户|,2014,9.3,41.8
路虎,揽胜极光 2021款 极光L 249PS RDynamic SE 豪华版,自动,|有VIN码||准新车||0次过户||原厂质保|,2022,1.5,25.8
奥迪,A4L 2015款 35 TFSI 自动标准型,自动,|有VIN码||0次过户|,2014,15,7.98
魏牌,VV6 2019款 2.0T 两驱超豪型 国VI,自动,|有VIN码|,2019,4.6,6.88
奥迪,A4L 2022款 40 TFSI 豪华动感型,自动,|有VIN码||准新车||0次过户||原厂质保|,2023,0.4,23.3
凯迪拉克,XTS 2015款 28T 舒适型,自动,|有VIN码|,2015,13.6,6.88
本田,雅阁 2018款 锐·混动 2.0L 锐智版 国VI,自动,|有VIN码||新上架||0次过户|,2019,6.67,12.58
奔驰,GLC 2017款 GLC 260 4MATIC 动感型,自动,|有VIN码|,2018,11.5,18.5
Jeep,牧马人 2021款 2.0T 撒哈拉四门版,自动,|有VIN码||0次过户|,2021,6.8,32.88
别克,微蓝6 2022款 插电混动 互联智慧型,自动,|有VIN码||准新车||0次过户||原厂质保|,2022,1.61,8.58
凯迪拉克,XT4 2022款 28T 两驱风尚型,自动,|有VIN码||0次过户||原厂质保|,2022,2.9,15.38
丰田,凌放HARRIER 2022款 双擎 2.5L CVT四驱旗舰版,自动,|有VIN码||0次过户||原厂质保|,2021,1.8,19.58
捷豹,XJ 2016款 XJL 3.0 SC 两驱典雅商务版,自动,|有VIN码|,2017,14,21.88
大众,宝来 2016款 1.6L 自动时尚型,自动,|有VIN码||新上架||0次过户|,2017,8,4.98
大众,途昂X 2019款 380TSI 四驱豪华版,自动,|有VIN码||0次过户|,2020,7,18.5
斯柯达,明锐 2019款 旅行车 TSI280 DSG旗舰版 国V,自动,|有VIN码|,2018,11,7.58
丰田,兰德酷路泽(进口) 2020款 4.5T 柴油 非中规,手动,|有VIN码||0次过户|,2020,9.8,96.8
奔驰,CLA 2017款 改款 CLA 200 时尚型,自动,|有VIN码||0次过户|,2017,6.8,12.98
奔驰,S级 2023款 改款 S 400 L 豪华型,变速箱,|有VIN码||准新车||原厂质保|,2022,2,86.98
保时捷,Cayenne 2011款 Cayenne 3.0T,自动,|有VIN码||0次过户|,2013,13,24.8
林肯,领航员 2016款 3.5T AWD,自动,|有VIN码||0次过户|,2016,12,28.88
依维柯,褒迪 2016款 3.0TA42尊享版高顶F1C,手动,|有VIN码||0次过户|,2016,10,6.88
福特,新世代全顺 2021款 2.2T自动物流车Pro长轴7座中顶国VI,自动,|有VIN码||0次过户||原厂质保|,2021,1.2,21.8
沃尔沃,S60 2020款 T4 智逸豪华版,自动,|新上架||0次过户|,2019,5,9.59
名爵,MG6 2021款 Pro 1.5T 自动领潮豪华版,自动,|新上架||0次过户|,2020,5.4,5.8
沃尔沃,V60 2014款 T5 智逸版,自动,|新上架||0次过户|,2013,9,4.29
奔驰,S级 2003款 S350 3.7 手自一体 V6,自动,|新上架|,2003,17,2.58
沃尔沃,XC90 2011款 2.5T AWD,自动,|新上架||0次过户|,2012,13.6,3.19
宝马,3系 2021款 330Li xDrive M运动曜夜套装,自动,|0次过户|,2021,3,22.86
